Discipline,Specialty,Year,OutDiscRef,OutDiscCit
Clinical Medicine,Respiratory System,2010,0.16,0.2
Clinical Medicine,Respiratory System,2011,0.17,0.21
Clinical Medicine,Respiratory System,2012,0.16,0.2
Clinical Medicine,Respiratory System,2013,0.16,0.19
Clinical Medicine,Respiratory System,2014,0.17,0.19
Clinical Medicine,Surgery,1950,0.09,0.04
Clinical Medicine,Surgery,1951,0.1,0.04
Clinical Medicine,Surgery,1952,0.12,0.05
Clinical Medicine,Surgery,1953,0.09,0.05
Clinical Medicine,Surgery,1954,0.1,0.05
Clinical Medicine,Surgery,1955,0.07,0.04
Clinical Medicine,Surgery,1956,0.06,0.07
Clinical Medicine,Surgery,1957,0.06,0.05
Clinical Medicine,Surgery,1958,0.07,0.05
Clinical Medicine,Surgery,1959,0.07,0.04
Clinical Medicine,Surgery,1960,0.08,0.04
Clinical Medicine,Surgery,1961,0.09,0.05
Clinical Medicine,Surgery,1962,0.08,0.05
Clinical Medicine,Surgery,1963,0.08,0.05
Clinical Medicine,Surgery,1964,0.09,0.05
Clinical Medicine,Surgery,1965,0.11,0.06
Clinical Medicine,Surgery,1966,0.1,0.05
Clinical Medicine,Surgery,1967,0.11,0.05
Clinical Medicine,Surgery,1968,0.11,0.05
Clinical Medicine,Surgery,1969,0.11,0.05
Clinical Medicine,Surgery,1970,0.11,0.06
Clinical Medicine,Surgery,1971,0.11,0.06
Clinical Medicine,Surgery,1972,0.08,0.06
Clinical Medicine,Surgery,1973,0.09,0.06
Clinical Medicine,Surgery,1974,0.08,0.06
Clinical Medicine,Surgery,1975,0.08,0.06
Clinical Medicine,Surgery,1976,0.07,0.06
Clinical Medicine,Surgery,1977,0.06,0.05
Clinical Medicine,Surgery,1978,0.07,0.06
Clinical Medicine,Surgery,1979,0.06,0.06
Clinical Medicine,Surgery,1980,0.06,0.06
Clinical Medicine,Surgery,1981,0.07,0.06
Clinical Medicine,Surgery,1982,0.07,0.06
Clinical Medicine,Surgery,1983,0.06,0.06
Clinical Medicine,Surgery,1984,0.07,0.06
Clinical Medicine,Surgery,1985,0.06,0.06
Clinical Medicine,Surgery,1986,0.07,0.06
Clinical Medicine,Surgery,1987,0.07,0.07
Clinical Medicine,Surgery,1988,0.07,0.07
Clinical Medicine,Surgery,1989,0.07,0.07
Clinical Medicine,Surgery,1990,0.08,0.07
Clinical Medicine,Surgery,1991,0.09,0.07
Clinical Medicine,Surgery,1992,0.08,0.07
Clinical Medicine,Surgery,1993,0.09,0.07
Clinical Medicine,Surgery,1994,0.1,0.07
Clinical Medicine,Surgery,1995,0.1,0.08
Clinical Medicine,Surgery,1996,0.09,0.07
Clinical Medicine,Surgery,1997,0.09,0.08
Clinical Medicine,Surgery,1998,0.09,0.08
Clinical Medicine,Surgery,1999,0.09,0.08
Clinical Medicine,Surgery,2000,0.09,0.09
Clinical Medicine,Surgery,2001,0.09,0.09
Clinical Medicine,Surgery,2002,0.09,0.09
Clinical Medicine,Surgery,2003,0.09,0.09
Clinical Medicine,Surgery,2004,0.08,0.09
Clinical Medicine,Surgery,2005,0.09,0.1
Clinical Medicine,Surgery,2006,0.09,0.1
Clinical Medicine,Surgery,2007,0.09,0.1
Clinical Medicine,Surgery,2008,0.08,0.1
Clinical Medicine,Surgery,2009,0.09,0.1
Clinical Medicine,Surgery,2010,0.09,0.11
Clinical Medicine,Surgery,2011,0.09,0.1
Clinical Medicine,Surgery,2012,0.09,0.11
Clinical Medicine,Surgery,2013,0.09,0.1
Clinical Medicine,Surgery,2014,0.09,0.11
Clinical Medicine,Tropical Medicine,1950,0.22,0.3
Clinical Medicine,Tropical Medicine,1951,0.32,0.39
Clinical Medicine,Tropical Medicine,1952,0.32,0.37
Clinical Medicine,Tropical Medicine,1953,0.28,0.36
Clinical Medicine,Tropical Medicine,1954,0.28,0.39
Clinical Medicine,Tropical Medicine,1955,0.24,0.36
Clinical Medicine,Tropical Medicine,1956,0.25,0.37
Clinical Medicine,Tropical Medicine,1957,0.25,0.37
Clinical Medicine,Tropical Medicine,1958,0.24,0.37
Clinical Medicine,Tropical Medicine,1959,0.23,0.32
Clinical Medicine,Tropical Medicine,1960,0.25,0.35
Clinical Medicine,Tropical Medicine,1961,0.29,0.33
Clinical Medicine,Tropical Medicine,1962,0.26,0.36
Clinical Medicine,Tropical Medicine,1963,0.24,0.31
Clinical Medicine,Tropical Medicine,1964,0.28,0.34
Clinical Medicine,Tropical Medicine,1965,0.29,0.35
Clinical Medicine,Tropical Medicine,1966,0.28,0.37
Clinical Medicine,Tropical Medicine,1967,0.25,0.36
Clinical Medicine,Tropical Medicine,1968,0.26,0.36
Clinical Medicine,Tropical Medicine,1969,0.29,0.34
Clinical Medicine,Tropical Medicine,1970,0.25,0.32
Clinical Medicine,Tropical Medicine,1971,0.26,0.34
Clinical Medicine,Tropical Medicine,1972,0.26,0.35
Clinical Medicine,Tropical Medicine,1973,0.26,0.33
Clinical Medicine,Tropical Medicine,1974,0.27,0.35
Clinical Medicine,Tropical Medicine,1975,0.26,0.36
Clinical Medicine,Tropical Medicine,1976,0.24,0.33
Clinical Medicine,Tropical Medicine,1977,0.24,0.34
Clinical Medicine,Tropical Medicine,1978,0.29,0.41
Clinical Medicine,Tropical Medicine,1979,0.28,0.39
Clinical Medicine,Tropical Medicine,1980,0.32,0.37
Clinical Medicine,Tropical Medicine,1981,0.31,0.38
Clinical Medicine,Tropical Medicine,1982,0.3,0.38
Clinical Medicine,Tropical Medicine,1983,0.27,0.38
Clinical Medicine,Tropical Medicine,1984,0.29,0.4
Clinical Medicine,Tropical Medicine,1985,0.28,0.38
Clinical Medicine,Tropical Medicine,1986,0.28,0.36
Clinical Medicine,Tropical Medicine,1987,0.29,0.38
Clinical Medicine,Tropical Medicine,1988,0.27,0.35
Clinical Medicine,Tropical Medicine,1989,0.28,0.34
Clinical Medicine,Tropical Medicine,1990,0.3,0.34
Clinical Medicine,Tropical Medicine,1991,0.3,0.34
Clinical Medicine,Tropical Medicine,1992,0.29,0.33
Clinical Medicine,Tropical Medicine,1993,0.33,0.35
Clinical Medicine,Tropical Medicine,1994,0.34,0.34
Clinical Medicine,Tropical Medicine,1995,0.29,0.33
Clinical Medicine,Tropical Medicine,1996,0.3,0.34
Clinical Medicine,Tropical Medicine,1997,0.31,0.36
Clinical Medicine,Tropical Medicine,1998,0.3,0.34
Clinical Medicine,Tropical Medicine,1999,0.31,0.35
Clinical Medicine,Tropical Medicine,2000,0.28,0.35
Clinical Medicine,Tropical Medicine,2001,0.28,0.35
Clinical Medicine,Tropical Medicine,2002,0.3,0.36
Clinical Medicine,Tropical Medicine,2003,0.29,0.35
Clinical Medicine,Tropical Medicine,2004,0.32,0.39
Clinical Medicine,Tropical Medicine,2005,0.33,0.37
Clinical Medicine,Tropical Medicine,2006,0.33,0.38
Clinical Medicine,Tropical Medicine,2007,0.34,0.38
Clinical Medicine,Tropical Medicine,2008,0.37,0.4
Clinical Medicine,Tropical Medicine,2009,0.37,0.41
Clinical Medicine,Tropical Medicine,2010,0.39,0.42
Clinical Medicine,Tropical Medicine,2011,0.39,0.42
Clinical Medicine,Tropical Medicine,2012,0.39,0.43
Clinical Medicine,Tropical Medicine,2013,0.4,0.4
Clinical Medicine,Tropical Medicine,2014,0.42,0.4
Clinical Medicine,Urology,1950,0.09,0.03
Clinical Medicine,Urology,1951,0.1,0.03
Clinical Medicine,Urology,1952,0.07,0.03
Clinical Medicine,Urology,1953,0.08,0.03
Clinical Medicine,Urology,1954,0.08,0.04
Clinical Medicine,Urology,1955,0.07,0.06
Clinical Medicine,Urology,1956,0.09,0.05
Clinical Medicine,Urology,1957,0.08,0.04
Clinical Medicine,Urology,1958,0.08,0.04
Clinical Medicine,Urology,1959,0.08,0.03
Clinical Medicine,Urology,1960,0.07,0.03
Clinical Medicine,Urology,1961,0.07,0.04
Clinical Medicine,Urology,1962,0.07,0.04
Clinical Medicine,Urology,1963,0.07,0.05
Clinical Medicine,Urology,1964,0.07,0.03
Clinical Medicine,Urology,1965,0.08,0.03
Clinical Medicine,Urology,1966,0.08,0.03
Clinical Medicine,Urology,1967,0.07,0.03
Clinical Medicine,Urology,1968,0.11,0.06
Clinical Medicine,Urology,1969,0.11,0.05
Clinical Medicine,Urology,1970,0.11,0.05
Clinical Medicine,Urology,1971,0.09,0.04
Clinical Medicine,Urology,1972,0.08,0.04
Clinical Medicine,Urology,1973,0.08,0.04
Clinical Medicine,Urology,1974,0.08,0.05
Clinical Medicine,Urology,1975,0.09,0.05
Clinical Medicine,Urology,1976,0.09,0.06
Clinical Medicine,Urology,1977,0.08,0.05
Clinical Medicine,Urology,1978,0.08,0.06
Clinical Medicine,Urology,1979,0.07,0.07
Clinical Medicine,Urology,1980,0.08,0.05
Clinical Medicine,Urology,1981,0.07,0.06
Clinical Medicine,Urology,1982,0.08,0.06
Clinical Medicine,Urology,1983,0.07,0.06
Clinical Medicine,Urology,1984,0.09,0.07
Clinical Medicine,Urology,1985,0.08,0.07
Clinical Medicine,Urology,1986,0.11,0.07
Clinical Medicine,Urology,1987,0.09,0.07
Clinical Medicine,Urology,1988,0.1,0.07
Clinical Medicine,Urology,1989,0.08,0.07
Clinical Medicine,Urology,1990,0.09,0.08
Clinical Medicine,Urology,1991,0.09,0.07
Clinical Medicine,Urology,1992,0.09,0.07
Clinical Medicine,Urology,1993,0.1,0.08
Clinical Medicine,Urology,1994,0.1,0.08
Clinical Medicine,Urology,1995,0.11,0.08
Clinical Medicine,Urology,1996,0.13,0.1
Clinical Medicine,Urology,1997,0.12,0.1
Clinical Medicine,Urology,1998,0.12,0.1
Clinical Medicine,Urology,1999,0.12,0.11
Clinical Medicine,Urology,2000,0.12,0.11
Clinical Medicine,Urology,2001,0.12,0.1
Clinical Medicine,Urology,2002,0.13,0.11
Clinical Medicine,Urology,2003,0.11,0.11
Clinical Medicine,Urology,2004,0.11,0.11
Clinical Medicine,Urology,2005,0.11,0.12
Clinical Medicine,Urology,2006,0.11,0.11
Clinical Medicine,Urology,2007,0.11,0.11
Clinical Medicine,Urology,2008,0.11,0.11
Clinical Medicine,Urology,2009,0.11,0.12
Clinical Medicine,Urology,2010,0.12,0.13
Clinical Medicine,Urology,2011,0.12,0.13
Clinical Medicine,Urology,2012,0.12,0.13
Clinical Medicine,Urology,2013,0.12,0.13
Clinical Medicine,Urology,2014,0.12,0.11
Clinical Medicine,Veterinary Medicine,1950,0.31,0.26
Clinical Medicine,Veterinary Medicine,1951,0.35,0.25
Clinical Medicine,Veterinary Medicine,1952,0.29,0.32
Clinical Medicine,Veterinary Medicine,1953,0.31,0.24
Clinical Medicine,Veterinary Medicine,1954,0.29,0.3
Clinical Medicine,Veterinary Medicine,1955,0.28,0.32
Clinical Medicine,Veterinary Medicine,1956,0.35,0.26
Clinical Medicine,Veterinary Medicine,1957,0.35,0.29
Clinical Medicine,Veterinary Medicine,1958,0.37,0.29
Clinical Medicine,Veterinary Medicine,1959,0.34,0.32
Clinical Medicine,Veterinary Medicine,1960,0.34,0.27
Clinical Medicine,Veterinary Medicine,1961,0.33,0.24
Clinical Medicine,Veterinary Medicine,1962,0.35,0.26
Clinical Medicine,Veterinary Medicine,1963,0.36,0.23
Clinical Medicine,Veterinary Medicine,1964,0.38,0.26
Clinical Medicine,Veterinary Medicine,1965,0.39,0.24
Clinical Medicine,Veterinary Medicine,1966,0.38,0.27
Clinical Medicine,Veterinary Medicine,1967,0.34,0.24
Clinical Medicine,Veterinary Medicine,1968,0.35,0.23
Clinical Medicine,Veterinary Medicine,1969,0.33,0.23
Clinical Medicine,Veterinary Medicine,1970,0.32,0.23
Clinical Medicine,Veterinary Medicine,1971,0.3,0.22
Clinical Medicine,Veterinary Medicine,1972,0.32,0.24
Clinical Medicine,Veterinary Medicine,1973,0.32,0.22
Clinical Medicine,Veterinary Medicine,1974,0.31,0.22
Clinical Medicine,Veterinary Medicine,1975,0.32,0.22
Clinical Medicine,Veterinary Medicine,1976,0.3,0.22
Clinical Medicine,Veterinary Medicine,1977,0.28,0.2
Clinical Medicine,Veterinary Medicine,1978,0.29,0.21
Clinical Medicine,Veterinary Medicine,1979,0.31,0.23
Clinical Medicine,Veterinary Medicine,1980,0.3,0.22
Clinical Medicine,Veterinary Medicine,1981,0.29,0.22
Clinical Medicine,Veterinary Medicine,1982,0.28,0.2
Clinical Medicine,Veterinary Medicine,1983,0.26,0.2
Clinical Medicine,Veterinary Medicine,1984,0.26,0.22
Clinical Medicine,Veterinary Medicine,1985,0.26,0.21
Clinical Medicine,Veterinary Medicine,1986,0.26,0.23
Clinical Medicine,Veterinary Medicine,1987,0.26,0.22
Clinical Medicine,Veterinary Medicine,1988,0.27,0.24
Clinical Medicine,Veterinary Medicine,1989,0.28,0.23
Clinical Medicine,Veterinary Medicine,1990,0.27,0.24
Clinical Medicine,Veterinary Medicine,1991,0.28,0.24
Clinical Medicine,Veterinary Medicine,1992,0.28,0.24
Clinical Medicine,Veterinary Medicine,1993,0.29,0.25
Clinical Medicine,Veterinary Medicine,1994,0.3,0.25
Clinical Medicine,Veterinary Medicine,1995,0.29,0.25
Clinical Medicine,Veterinary Medicine,1996,0.29,0.25
Clinical Medicine,Veterinary Medicine,1997,0.32,0.28
Clinical Medicine,Veterinary Medicine,1998,0.33,0.27
Clinical Medicine,Veterinary Medicine,1999,0.34,0.28
Clinical Medicine,Veterinary Medicine,2000,0.35,0.3
Clinical Medicine,Veterinary Medicine,2001,0.35,0.29
Clinical Medicine,Veterinary Medicine,2002,0.33,0.3
Clinical Medicine,Veterinary Medicine,2003,0.35,0.31
Clinical Medicine,Veterinary Medicine,2004,0.35,0.32
Clinical Medicine,Veterinary Medicine,2005,0.36,0.32
Clinical Medicine,Veterinary Medicine,2006,0.35,0.31
Clinical Medicine,Veterinary Medicine,2007,0.38,0.34
Clinical Medicine,Veterinary Medicine,2008,0.39,0.35
Clinical Medicine,Veterinary Medicine,2009,0.4,0.36
Clinical Medicine,Veterinary Medicine,2010,0.4,0.38
Clinical Medicine,Veterinary Medicine,2011,0.4,0.37
Clinical Medicine,Veterinary Medicine,2012,0.41,0.39
Clinical Medicine,Veterinary Medicine,2013,0.4,0.39
Clinical Medicine,Veterinary Medicine,2014,0.39,0.4
Earth and Space,Astronomy & Astrophysics,1950,0.28,0.19
Earth and Space,Astronomy & Astrophysics,1951,0.29,0.21
Earth and Space,Astronomy & Astrophysics,1952,0.21,0.19
Earth and Space,Astronomy & Astrophysics,1953,0.27,0.17
Earth and Space,Astronomy & Astrophysics,1954,0.2,0.19
Earth and Space,Astronomy & Astrophysics,1955,0.2,0.14
Earth and Space,Astronomy & Astrophysics,1956,0.2,0.16
Earth and Space,Astronomy & Astrophysics,1957,0.19,0.16
Earth and Space,Astronomy & Astrophysics,1958,0.24,0.16
Earth and Space,Astronomy & Astrophysics,1959,0.19,0.17
Earth and Space,Astronomy & Astrophysics,1960,0.2,0.19
Earth and Space,Astronomy & Astrophysics,1961,0.17,0.14
Earth and Space,Astronomy & Astrophysics,1962,0.2,0.16
Earth and Space,Astronomy & Astrophysics,1963,0.21,0.17
Earth and Space,Astronomy & Astrophysics,1964,0.24,0.19
Earth and Space,Astronomy & Astrophysics,1965,0.31,0.19
Earth and Space,Astronomy & Astrophysics,1966,0.3,0.21
Earth and Space,Astronomy & Astrophysics,1967,0.33,0.22
Earth and Space,Astronomy & Astrophysics,1968,0.29,0.18
Earth and Space,Astronomy & Astrophysics,1969,0.23,0.17
Earth and Space,Astronomy & Astrophysics,1970,0.2,0.15
Earth and Space,Astronomy & Astrophysics,1971,0.22,0.16
Earth and Space,Astronomy & Astrophysics,1972,0.23,0.16
Earth and Space,Astronomy & Astrophysics,1973,0.18,0.15
Earth and Space,Astronomy & Astrophysics,1974,0.15,0.13
Earth and Space,Astronomy & Astrophysics,1975,0.15,0.12
Earth and Space,Astronomy & Astrophysics,1976,0.13,0.11
Earth and Space,Astronomy & Astrophysics,1977,0.13,0.12
Earth and Space,Astronomy & Astrophysics,1978,0.13,0.11
Earth and Space,Astronomy & Astrophysics,1979,0.12,0.1
Earth and Space,Astronomy & Astrophysics,1980,0.12,0.11
Earth and Space,Astronomy & Astrophysics,1981,0.11,0.1
Earth and Space,Astronomy & Astrophysics,1982,0.11,0.11
Earth and Space,Astronomy & Astrophysics,1983,0.11,0.1
Earth and Space,Astronomy & Astrophysics,1984,0.11,0.1
Earth and Space,Astronomy & Astrophysics,1985,0.11,0.11
Earth and Space,Astronomy & Astrophysics,1986,0.11,0.1
Earth and Space,Astronomy & Astrophysics,1987,0.12,0.09
Earth and Space,Astronomy & Astrophysics,1988,0.12,0.09
Earth and Space,Astronomy & Astrophysics,1989,0.1,0.09
Earth and Space,Astronomy & Astrophysics,1990,0.11,0.09
Earth and Space,Astronomy & Astrophysics,1991,0.1,0.09
Earth and Space,Astronomy & Astrophysics,1992,0.11,0.1
Earth and Space,Astronomy & Astrophysics,1993,0.1,0.1
Earth and Space,Astronomy & Astrophysics,1994,0.1,0.09
Earth and Space,Astronomy & Astrophysics,1995,0.1,0.1
Earth and Space,Astronomy & Astrophysics,1996,0.1,0.1
Earth and Space,Astronomy & Astrophysics,1997,0.09,0.09
Earth and Space,Astronomy & Astrophysics,1998,0.09,0.11
Earth and Space,Astronomy & Astrophysics,1999,0.09,0.11
Earth and Space,Astronomy & Astrophysics,2000,0.1,0.1
Earth and Space,Astronomy & Astrophysics,2001,0.09,0.1
Earth and Space,Astronomy & Astrophysics,2002,0.09,0.1
Earth and Space,Astronomy & Astrophysics,2003,0.1,0.12
Earth and Space,Astronomy & Astrophysics,2004,0.1,0.1
Earth and Space,Astronomy & Astrophysics,2005,0.11,0.09
Earth and Space,Astronomy & Astrophysics,2006,0.11,0.09
Earth and Space,Astronomy & Astrophysics,2007,0.12,0.09
Earth and Space,Astronomy & Astrophysics,2008,0.12,0.09
Earth and Space,Astronomy & Astrophysics,2009,0.12,0.11
Earth and Space,Astronomy & Astrophysics,2010,0.12,0.1
Earth and Space,Astronomy & Astrophysics,2011,0.13,0.11
Earth and Space,Astronomy & Astrophysics,2012,0.13,0.11
Earth and Space,Astronomy & Astrophysics,2013,0.14,0.12
Earth and Space,Astronomy & Astrophysics,2014,0.14,0.14
Earth and Space,Earth & planetary Science,1950,0.78,0.32
Earth and Space,Earth & planetary Science,1951,0.74,0.36
Earth and Space,Earth & planetary Science,1952,0.63,0.48
Earth and Space,Earth & planetary Science,1953,0.62,0.3
Earth and Space,Earth & planetary Science,1954,0.49,0.24
Earth and Space,Earth & planetary Science,1955,0.52,0.3
Earth and Space,Earth & planetary Science,1956,0.52,0.27
Earth and Space,Earth & planetary Science,1957,0.49,0.37
Earth and Space,Earth & planetary Science,1958,0.53,0.3
Earth and Space,Earth & planetary Science,1959,0.49,0.22
Earth and Space,Earth & planetary Science,1960,0.48,0.25
Earth and Space,Earth & planetary Science,1961,0.51,0.24
Earth and Space,Earth & planetary Science,1962,0.39,0.23
Earth and Space,Earth & planetary Science,1963,0.39,0.23
Earth and Space,Earth & planetary Science,1964,0.36,0.23
Earth and Space,Earth & planetary Science,1965,0.34,0.22
Earth and Space,Earth & planetary Science,1966,0.33,0.18
Earth and Space,Earth & planetary Science,1967,0.31,0.21
Earth and Space,Earth & planetary Science,1968,0.3,0.18
Earth and Space,Earth & planetary Science,1969,0.29,0.17
Earth and Space,Earth & planetary Science,1970,0.31,0.16
Earth and Space,Earth & planetary Science,1971,0.28,0.16
Earth and Space,Earth & planetary Science,1972,0.28,0.17
Earth and Space,Earth & planetary Science,1973,0.26,0.16
Earth and Space,Earth & planetary Science,1974,0.26,0.16
Earth and Space,Earth & planetary Science,1975,0.24,0.16
Earth and Space,Earth & planetary Science,1976,0.24,0.15
Earth and Space,Earth & planetary Science,1977,0.23,0.15
Earth and Space,Earth & planetary Science,1978,0.21,0.17
Earth and Space,Earth & planetary Science,1979,0.2,0.17
Earth and Space,Earth & planetary Science,1980,0.22,0.16
Earth and Space,Earth & planetary Science,1981,0.22,0.16
Earth and Space,Earth & planetary Science,1982,0.21,0.15
Earth and Space,Earth & planetary Science,1983,0.21,0.15
Earth and Space,Earth & planetary Science,1984,0.21,0.15
Earth and Space,Earth & planetary Science,1985,0.19,0.14
Earth and Space,Earth & planetary Science,1986,0.2,0.15
Earth and Space,Earth & planetary Science,1987,0.19,0.14
Earth and Space,Earth & planetary Science,1988,0.2,0.14
Earth and Space,Earth & planetary Science,1989,0.19,0.13
Earth and Space,Earth & planetary Science,1990,0.19,0.14
Earth and Space,Earth & planetary Science,1991,0.17,0.13
Earth and Space,Earth & planetary Science,1992,0.18,0.13
Earth and Space,Earth & planetary Science,1993,0.19,0.15
Earth and Space,Earth & planetary Science,1994,0.19,0.14
Earth and Space,Earth & planetary Science,1995,0.18,0.14
Earth and Space,Earth & planetary Science,1996,0.19,0.15
Earth and Space,Earth & planetary Science,1997,0.19,0.15
Earth and Space,Earth & planetary Science,1998,0.19,0.15
Earth and Space,Earth & planetary Science,1999,0.19,0.15
Earth and Space,Earth & planetary Science,2000,0.19,0.15
Earth and Space,Earth & planetary Science,2001,0.2,0.16
Earth and Space,Earth & planetary Science,2002,0.19,0.15
Earth and Space,Earth & planetary Science,2003,0.2,0.15
Earth and Space,Earth & planetary Science,2004,0.21,0.17
Earth and Space,Earth & planetary Science,2005,0.21,0.16
Earth and Space,Earth & planetary Science,2006,0.21,0.16
Earth and Space,Earth & planetary Science,2007,0.21,0.17
Earth and Space,Earth & planetary Science,2008,0.21,0.17
Earth and Space,Earth & planetary Science,2009,0.21,0.16
Earth and Space,Earth & planetary Science,2010,0.21,0.16
Earth and Space,Earth & planetary Science,2011,0.21,0.16
Earth and Space,Earth & planetary Science,2012,0.2,0.16
Earth and Space,Earth & planetary Science,2013,0.2,0.16
Earth and Space,Earth & planetary Science,2014,0.2,0.14
Earth and Space,Environmental Science,1960,0.89,0.53
Earth and Space,Environmental Science,1961,0.75,0.52
Earth and Space,Environmental Science,1962,0.73,0.47
Earth and Space,Environmental Science,1963,0.7,0.48
Earth and Space,Environmental Science,1964,0.69,0.54
Earth and Space,Environmental Science,1965,0.79,0.45
Earth and Space,Environmental Science,1966,0.67,0.45
Earth and Space,Environmental Science,1967,0.68,0.41
Earth and Space,Environmental Science,1968,0.65,0.42
Earth and Space,Environmental Science,1969,0.69,0.49
Earth and Space,Environmental Science,1970,0.69,0.49
Earth and Space,Environmental Science,1971,0.68,0.49
Earth and Space,Environmental Science,1972,0.67,0.51
Earth and Space,Environmental Science,1973,0.67,0.49
Earth and Space,Environmental Science,1974,0.64,0.46
Earth and Space,Environmental Science,1975,0.65,0.46
Earth and Space,Environmental Science,1976,0.63,0.45
Earth and Space,Environmental Science,1977,0.64,0.44
Earth and Space,Environmental Science,1978,0.62,0.41
Earth and Space,Environmental Science,1979,0.63,0.43
Earth and Space,Environmental Science,1980,0.63,0.43
Earth and Space,Environmental Science,1981,0.59,0.41
Earth and Space,Environmental Science,1982,0.58,0.4
Earth and Space,Environmental Science,1983,0.58,0.41
Earth and Space,Environmental Science,1984,0.58,0.42
Earth and Space,Environmental Science,1985,0.58,0.42
Earth and Space,Environmental Science,1986,0.57,0.42
Earth and Space,Environmental Science,1987,0.55,0.41
Earth and Space,Environmental Science,1988,0.56,0.42
Earth and Space,Environmental Science,1989,0.56,0.42
Earth and Space,Environmental Science,1990,0.53,0.42
Earth and Space,Environmental Science,1991,0.54,0.43
